nome,ingrediente,preparo,sabor
"Puchero
","- 250 g de grão-de-bico
- 4 colheres (sopa) de azeite
- 1 cebola grande picada
- 2 dentes de alho picados
- Pimenta vermelha picada a gosto
- 2 folhas de louro
- 250 g de coxão mole cortado em cubos médios
- 250 g de lombo de porco cortado em cubos
- 50 g de toucinho defumado cortado em cubinhos
- 2 tomates sem pele e sem semente ralados
- 2 tabletes de caldo de carne dissolvido em 2 litros de água
- 1 paio cortado em rodelas
- 1 linguiça calabresa cortada em rodelas
- 2 cenouras médias cortadas em cubos
- 1 batata-doce cortada em cubos
- 3 folhas de repolho rasgadas
- 1 batata grande em cubos
- 1/2 pimentão verde em cubos
- Sal a gosto
- Cheiro-verde a gosto
","Deixe 250 g de grão-de-bico de molho em água (água até cobrir o grão-de-bico) de um dia para o outro.
No dia seguinte, cozinhe em panela de pressão por 15 min, escorra a água do cozimento.
Reserve.
Numa panela de pressão, aqueça 4 colheres (sopa) de azeite, refogue 1 cebola grande picada, 2 dentes de alho picados, pimenta vermelha picada a gosto e 2 folhas de louro.
Junte 250 g de coxão mole cortado em cubos médios, 250 g de lombo de porco cortado em cubos, 50 g de toucinho defumado cortado em cubinhos e frite até dourar.
Acrescente 2 tomates sem pele e sem semente ralados, 2 tabletes de caldo de carne dissolvidos em 2 litros de água e leve à pressão por 30 min.
Retire a pressão da panela e acrescente 1 paio cortado em rodelas, 1 linguiça calabresa cortada em rodelas e 2 cenouras médias cortadas em cubos e cozinhe por 5 min.
Acrescente 1 batata-doce cortada em cubos, 3 folhas de repolho rasgadas, 1 batata grande em cubos e 1/2 pimentão verde em cubos, junte o grão-de-bico cozido e acerte o sal.Cozinhe por 20 min em fogo médio.Desligue e polvilhe o cheiro-verde a gosto.
",s
Torta com massa de pão de ló de chocolate,"- Massa
- 3 ovos
- 3 colheres (sopa) de açúcar
- 2 colheres (sopa) de farinha de trigo
- 1 colher (sopa) de Chocolate em Pó Dois Frades
- Mousse
- 1 lata de Creme de Leite Nestlé
- 1 tablete de Nestlé Classic Meio Amargo picado
- meio envelope de gelatina em pó sem sabor (6g)
- 3 claras
- 3 colheres (sopa) de açúcar
- raspas de chocolate para decorar","Massa:
Bata os ovos até dobrar de volume. Acrescente o açúcar e continue batendo até ficar bem fofo. Misture delicadamente a farinha e o Chocolate em Pó Dois Frades. Despeje em fôrma de aro removível (25cm de diâmetro), untada e enfarinhada, e asse em forno médio-alto (200ºC), preaquecido, por 20 minutos. Reserve.


Mousse:
Coloque em uma panela o Creme de Leite Nestlé com o Chocolate picado. Leve ao fogo em banho-maria, mexendo até obter um creme liso. Retire do fogo e reserve. Acrescente à gelatina cinco colheres (sopa) de água e aqueça em banho-maria até que dissolva. Acrescente a gelatina ao creme de chocolate, misturando bem. Reserve. Bata na batedeira as claras em ponto de neve, adicione o açúcar e deixe bater até formar um merengue. Misture delicadamente as claras ao creme de chocolate. Cubra a massa com a mousse e leve à geladeira por cerca de 4 horas. Desenforme a torta no momento de servir e decore com raspas de chocolate.",d
"Bolo Fácil de Fazer
","- 4 ovos
- 2 copos de açúcar não muito cheio
- 2 copos de farinha de trigo
- 1/2 copo de óleo
- 1 colher de sopa de fermento
- 1 copo de água

","Bata tudo no liquidificador, mas primeiro bata os ovos e o açúcar, depois coloque o restante dos ingredientes.


Dica: Você pode acrescentar baunilha, ou raspas de limão ... 
     Cobrir com calda de chocolate a gosto",d
"Purê de Aipim com Carne Seca
","- 1 embalagem de 200ml de Leite de Coco SOCOCO
- 1Kg de carne-seca cortada em tiras
- 1 cebola média cortada em rodelas
- 2 colheres de sopa de óleo
- 1 ½ Kg de aipim cozido
- ½ xícara de chá de leite
- 2 colheres de sopa de manteiga","Deixe a carne-seca de molho na água de véspera. No dia seguinte, escorra e coloque-a numa panela com 2 litros de água. Cozinhe até que fique macia. Reserve. Em outra panela, frite a cebola no óleo até ficar dourada, retire da panela e reserve. Na mesma panela, adicione a carne-seca e frite-a até dourar. Se precisar, adicione mais óleo, junte a cebola frita e tempere. Amasse bem o aipim e coloque-o em uma panela, acrescente o leite, o leite de coco SOCOCO e a manteiga. Leve ao fogo e misture para formar uma massa leve. Retire do fogo e sirva com a carne-seca.",s
"Salada Colorida de Camarão
","- 1 embalagem de 100g de Flococo SOCOCO
- 1 embalagem de 200ml de Leite de Coco SOCOCO
- 1Kg de camarão limpo
- 1Kg de batata inglesa
- 250g de cenoura
- 250g de vagem
- 1 lata de ervilha
- 2 maçãs ácidas cortadas em cubo
- 150g de presunto cortado em tiras
- 1 pimentão vermelho picado
- 1 cebola média
- vinagre, mostarda em pasta, sal, azeite e pimenta a gosto
- 1 colher de sopa de cebolinha batida
- 1 colher de sopa de salsa picada
- 100g de picles picado
- 1 vidro pequeno de maionese
- 1 pé de alface
- 2 tomate cortado em rodelas","Refogue a cebola no azeite, acrescente os camarões e o Leite de Coco SOCOCO, reserve.
Cozinhe os legumes, separadamente, escorra e deixe esfriar. Coloque na saladeira os legumes cozidos, o Flococo, a metade do camarão cozido e picado, o pimentão, o presunto, as maçãs, a ervilha, o picles, a cebolinha e a salsa. Tempere com gotas de vinagre, acrescente a mostarda, o sal e a pimenta, misture com cuidado e junte, aos poucos, o molho de maionese até ligar a salada. Leve à geladeira por duas horas. Na hora de servir arrume a salada no centro de um prato, cubra com o molho, e enfeite com o restante dos camarões inteiros, o tomate e a alface.",s
"Lentilha à Brasileira
","- 1 embalagem de 200ml de leite de coco Sococo
- 300g de lentilhas
- 3 fatias de toucinho defumado
- 1 cebola picada
- 2 dentes de alho esmagados
- 1 colher de sopa de açúcar
- 1 tablete de caldo de galinha","Coloque a lentilha de molho na água, de véspera. No dia seguinte, escorra e coloque numa panela, com cerca de 4 xícaras de chá de água. Leve ao fogo e deixe cozinhar até a lentilha ficar macia. À parte, frite o toucinho picado, doure a cebola, adicione o alho, o açúcar e o tablete de caldo de galinha amassado. Junte a lentilha ao refogado, junte o leite de coco Sococo, volte ao fogo, aqueça sem deixar ferver. Sirva com arroz.",s
"Bombocado de Mandioca
","- 200 ml de Leite de Coco SOCOCO
- 1 lata de leite condensado
- 6 ovos
- 1 colher (sopa) de manteiga
- 50g de Flococo SOCOCO
- 500g de mandioca crua
- Gotas de Baunilha
","Rale a mandioca, esprema bem e reserve.
Em uma tigela, coloque o Leite de Coco SOCOCO, o leite condensado, os ovos, a manteiga, a mandioca ralada, Flococo SOCOCO, as gotas de baunilha, misturando bem até que os ingredientes estejam bem incorporados.


Despeje a mistura em forminhas de empadas, untadas com margarina e polvilhadas com açúcar. Leve em banho-maria, ao forno pré-aquecido em temperatura média (180ºC) por 40 minutos ou até que os bombocados estejam dourados.


Retire do forno, deixe esfriar, desenforme e coloque em forminhas de papel.


 Fica uma delícia!!!",d
"Bacalhau a Moda Sococo
","- 400 ml de Leite de Coco SOCOCO
- 1kg de bacalhau (cortado em lascas) dessalgado
- 1kg de batata (cozidas e cortadas em rodelas)
- 1 cebola grande fatiada
- 1 pimentão verde fatiado
- 200g de azeitona preta picada
- 3 dentes de alho fritos
- 1 lata de creme de leite
- ½ xícara (chá) de azeite
- 200g de queijo mussarela ralada
- ½ xícara (chá) de coentro ou salsinha picada
- 5 colheres (sopa) de catchup
- 5 colheres (sopa) de maionese","Molho Rosado: Em uma tigela misture o catchup, a maionese, o creme de leite e reserve.


Em um refratário, espalhe metade do azeite, monte em camadas alternadas de batatas, alho, cebola, pimentão, azeitona, bacalhau, coentro ou salsinha, mussarela, a metade do molho rosado e do Leite de Coco SOCOCO.
Repita as camadas e cubra com o restante do molho rosado, do azeite e do Leite de Coco SOCOCO, cubra com papel alumínio e leve ao forno médio (180ºC) por 40 minutos.",s
"Bombocado
","- 3 ovos inteiros
- 2 copos (requeijão) de açúcar
- 1 copo (requeijão) de trigo
- 2 copos (requeijão) de leite
- 50 g de queijo ralado
- 1 colher de sopa manteiga ou margarina
- 1 colher de sopa fermento em pó
- 50 g de flococo","Bater todos os ingredientes no liquidificador, menos o flococo
Acrescentar o flococo e deixar incorporar à massa
Levar ao forno previamente aquecido em forma untada e enfarinhada
Tempo médio de 40 minutos",d
"Bombocado da Sinhá
","- 200g de Coco ralado SOCOCO
- 2 latas de leite condensado
- 1 colher (sopa) de fermento em pó
- 1 cálice de licor de cacau
- 6 ovos","Em uma vasilha coloque os ovos inteiros e bata com um batedor. Acrescente o coco ralado SOCOCO, o leite condensado, o licor de cacau, o fermento em pó e misture bem. Coloque em forma com furo central, untada só com margarina. Asse em forno médio (180ºC), pré-aquecido, por aproximadamente 30 minutos, ou até dourar. Desenforme morno.",d
Sanduiche Delicioso,"- 2 colheres (sopa) de cebola picadinha
- 2 colheres (sopa) de margarina
- 4 colheres (sopa) de amido de milho
- 4 xícaras (chá) de leite
- 4 colheres (sopa) de queijo ralado
- sal , a gosto
- 1 pão de forma sem casca
- 300g de presunto em fatias
- 300g de mussarela em fatias
- 3 tomates (sem pele e sementes) em rodelas
- oregano, a gosto","Doure a cebola na margarina. Acrescente o amido de milho dissolvido no leite, o queijo ralado e o sal mexendo sempre ate engrossar. Reserve. Num refratário retangular (médio) faça camadas alternadas do molho reservado, pão, presunto, mussarela e tomate, polvilhado com oregano. Leve ao forno médio pôr 15 minutos. Sirva quente.
Rendimento: 8 porções",s
"Bacalhau de Páscoa
","- 1 kg de bacalhau
- 1 kg de tomate sem pele e sem sementes
- 1 kg de batata em rodelas
- 1 pimentão vermelho em rodelas
- 2 cebolas grandes em rodelas
- meio maço de brócolis limpos, aferventados
- 1 colher e meia (sopa) de FONDOR Maggi
- meia xícara (chá) de azeitonas pretas picada
- meia xícara (chá) de azeite
","De véspera, deixe o bacalhau de molho em água, trocando-a várias vezes nesse período.
No dia seguinte, troque a água novamente e afervente o bacalhau por cerca de 20 minutos.
Depois de frio, deixe-o em lascas. Tempere os tomate, as batatas, o pimentão, as cebolas
e os brócolis com uma colher (sopa) de FONDOR Maggi e Reserve.
Em um refratário ou assadeira, disponha os ingredientes em camadas, alternando-os: tomate,
batata, pimentão, cebola, bacalhau, brócolis, até acabar os ingredientes.
Misture o FONDOR Maggi restante com o azeite, regue todos os ingredientes e espalhe as azeitonas.
Cubra com papel de alumínio e deixe em forno médio-alto (200°C), preaquecido, por cerca de 30 minutos.Sirva a seguir.


Dica:
Se desejar, monte esta assadeira em uma panela grande e deixe cozinhar por 30 minutos em fogo médio, em vez de levar ao forno.",s
"Bacalhau Gratinado ao Creme
","- 5 colheres de( sopa )de azeite
- 6 batatas cozidas em cubos pequenos
- 1 colher(chá) de sal
- 2 cebolas fatiadas
- 3 dentes de alho amassados
- 400 gramas de bacalhau dessalgado e desfiado
- 1 lata de creme de leite
- 4 colheres de (sopa) de queijo parmesão ralado
","Em uma frigideira grande, aqueça 3 colheres (sopa) de azeite ecoloque as batatas. Acrescente o sal e mexa até dourar, com cuidado para não desmanchar as batatas. Reserve
Em outra panela, aqueça o azeite restante e refogue a cebola e o alho. Acrescente o bacalhau desfiado e cozinhe com a panela tampada por 5 minutos. Adicione meia xícara de (chá) do creme de leite e despeje em um refratário untado com azeite. Disponha as batatas reservadas, o restante do creme de leite e o queijo.
Leve ao forno médio (180 graus), preaquecido por cerca de 30 minutos ou até gratinar. Sirva em seguida.

",s
"Taça surpresa de Chocolate
","- Creme de Chocolate
- meia xícara (chá) de Chocolate em Pó
- Dois Frades
- 3 colheres (sopa) de açúcar
- 2 colheres (chá) de maizena
- 1 xícara (chá) de leite
- 1 gema peneirada
- meia lata de Creme de Leite NESTLÉ


Guarnição:
- 50 g de nozes picadas
- 50 g de uva passa branca sem semente , lavadas


- Creme branco
- 1 clara
- 1 colher (sopa) de açúcar
- meia lata de Creme de Leite NESTLÉ","Montagem:
50 g de NESTLÉ CLASSIC
Meio Amargo
cereja ao marrasquino


Modo de Preparo:
Creme de Chocolate:
Coloque em uma panela o Chocolate em Pó Dois Frades,
o açúcar, a maisena, o leite e a gema, eem seguida leve ao fogo baixo,
sempre mexendo, para engrossar ligeiramente.
Junte o Creme de Leite NESTLÉ e reserve, deixando esfriar.
Creme branco:
Bata a clara em ponto de neve e, aos poucos, acrescente o açúcar até ficar firme.
Misture delicadamente o Creme de Leite NESTLÉ. Reserve.
Montagem:
Distribua nas taças um pouco do creme de Chocolate,
sobre ele um pouco de nozes e uvas passas.
Repita a operação e por último, espalhe o creme branco.
Decore com as raspas de Chocolate Meio Amargo, e as cerejas. Sirva bem gelado.


Dicas:
Peneirar a gema: ajuda a eliminar o sabor e odor de ovo na preparação.
Se achar mais prático, antes de preparar o creme de Chocolate,
bata os ingredientes (menos o Creme de Leite NESTLÉ) no liquidificador.
Se preferir, substitua as nozes por amêndoas, na mesma quantidade e
as uvas passas brancas por frutas cristalizadas, também na mesma quantidade.
Querendo, embeba as uvas passas em rum.
Para fazer raspas de Chocolate, aqueça o Chocolate Meio Amargo
no microondas por cerca de 20 segundos na potência alta.
Este processo facilitará o manuseio, tornando as raspas mais bonitas.
O Chocolate Meio Amargo pode ser substituído por Chocolate Com Leite NESTLÉ.

",d
"Mousse de Maracujá Light
","- Mousse-
- 1 envelope de gelatina sem sabor
- 1 xícara (chá) de suco de maracujá industrializado
- 3 colheres (sopa) de creme de leite light
- adoçante a gosto
- 2 claras em neve


- Calda
- 4 maracujás (polpa com semente)
- 1 colher (chá) de amido de milho
- 1/2 xícara (chá) de água fria
- adoçante a gosto","Mousse:
Dissolva, em uma panela, a gelatina no suco e leve ao fogo. Deixe esfriar e junte ocreme de leite e o adoçante. Bata as claras em neve e, cuidadosamente, incorpore à mistura de maracujá.Coloque em um recipiente de vidro  e leve à geladeira até endurecer.
Calda:
Em uma panela, misture a polpa com o amido de milho dissolvido na água e cozinhe, mexendo sempre, até obter a consistência de calda. Deixe esfriar e adoce. Na hora de servir, acrescente a calda sobre a mousse",d
"Mousse Diet de Uva
","- Mousse :1 sache de gelatina em pó sem sabor
- 1 caixinha de gelatina diet de uva


- 6 claras em neve em ponto de neve
- 1 pote (170g) de iogurte natural desnatado
- 2 xícaras das de chá de suco de uva sem açúcar

- Calda
- 01 xícara (chá) de suco de uva sem açúcar
- 1/2 xícara (chá) de água 02 colheres (sopa) de adoçante culinário
- 01 colher (sobremesa) rasa de amido de milho","Mousse: 
Prepare a gelatina sem sabor e a gelatina diet de uva conforme as instruções do rótulo e deixe-as esfriarem. 
Bata em um liquidificador, as gelatinas, o creme de leite e o suco de uva sem açúcar . 

Em um recipiente a parte, acrescente vagarosamente as claras em ponto de neve à mistura do liquidificador até obter uma mistura de coloração uniforme. 
Despeje esta mistura em uma forma , leve à geladeira por aproximadamente 3 horas. 
Calda: 
Misture todos os ingredientes em uma panela e leve ao fogo até engrossar. Depois de pronto o mousse pode ser servido com a calda ainda quente e gomos de uva para decorar 
",d
Gelatina diet de morango com iogurte desnatado,"- 1 caixinha de gelatina diet sobor morango preparar conforme instruções do rótulo
- i copo de iogurte desnatado
- 2 xícaras de chá de morangos picados",A gelatina já preparada conforme instruções do rótulo coloque num recipente de vidro junto com o morango e o iogurte misture delicadamente e leve à geladeira para endurecer decore com morangos e sirva gelada.,d
"Gelatina diet de uva com creme especial
","- 2 caixinha de gelatina diet de uva preparada conforme instruções do rótulo
- 1e1/2 xícara de leite desnatado
- 1 xícara de ricota picada
- 1 xícara de uvas vermelhas sem sementes picadas","Prepare uma caixinha de gelatina de uva conforme instruções do rótulo. Deixe esfriar e misture as uvas picadas. Despeje em uma forma cobrindo até a metade da forma. Leve a geladeira até endurecer. Prepare o creme da seguinte forma em uma panela ferva a metade do leite, depois leve para bater no liquidificador com a outra caixinha de gelatina, o restante do leite, a ricota ebata até formar um creme homogêneo. Coloque sobre a gelatina já endurecida e leve a geladeira por mais ou menos duas horas. Desenforme decore com uvas e sirva gelada.",d
"Gelatina diet
","- 1 caixinha de gelatina diet de framboesa preparada conforme instrução da rótulo
- 1 xícara de chá de maça picada
- 1 xícara de kiwi descascado e picado
- 1 xícara de chá de uva verde sem semente picadas","Faça a gelatina conforme as instruções do rótulo , deixe esfriar misture as frutas e leve a a geladeira até endurecer . Decore com algumas frutas e folhas de hortelã",d
"Pão de queijo de aipim
","- 250 g de aipim ralado no ralo fino (ou 250 g de aipim cozido e amassado)
- 125 g de polvilho azedo (1 xícara de chá)
- 1 ovo
- 1 colher (sopa) de óleo
- 150 g de mussarela ralada no ralo grosso (1 ½ xícara de chá)
- 50 g de parmesão ralado no ralo fino (¾ xícara de chá)
- sal a gosto
","Numa tigela misture 250 g de aipim ralado no ralo fino (ou 250 g de aipim cozido e amassado), 125 g de polvilho azedo, 1 ovo, 1 colher (sopa) de óleo, 150 g de muçarela ralada no ralo grosso, 50 g de parmesão ralado no ralo fino e sal a gosto. Sove bem para obter uma massa lisa e homogênea.


 Com as mãos modele bolinhas (30 g), coloque em uma assadeira untada com margarina e leve para geladeira por 30 minutos para a massa firmar um pouco.


 Retire a assadeira da geladeira e leve para assar em forno pré-aquecido a 200°C por +/- 25 minutos ou até o pão de queijo ficar dourado. Retire do forno e sirva em seguida.
",s
"Pudim de Chocolate
","- 1 xícara (chá) de açúcar
- 1/3 xícara (chá) de água
- 600 ml de leite
- 200 g de chocolate meio amargo picado
- 3 ovos
- 2 gemas
- ½ xícara (chá) de açúcar
"," Coloque numa panela 1 (chá) xícara de açúcar e leve ao fogo médio até dourar. Adicione 1/3 xícara (chá) de água e deixe no fogo até formar um caramelo (+/- 5 minutos). Coloque uma porção de caramelo em cada forminhas de pudim (7,5 cm de diâmetro). Reserve.


 Numa panela coloque 600 ml de leite e 200 g de chocolate meio amargo picado e aqueça em fogo baixo até o chocolate derreter completamente.


 Coloque num liquidificador 3 ovos, 2 gemas e ½ xícara (chá) de açúcar e bata. Com o liquidificador ainda ligado adicione o leite com o chocolate (feito acima) e bata até obter uma mistura homogênea (+/- 1 minuto). Transfira a mistura de chocolate para uma tigela.


 Com uma concha pegue porções da mistura de chocolate, mexendo sempre para misturar bem a espuma, despeje sobre as forminhas carameladas e leve ao forno médio em banho-maria por +/- 30 minutos ou até que estejam firmes. OBS: O creme deverá estar ainda mole quando a forma for levemente sacudida. Deixe esfriar e leve para gelar. Retire da geladeira, desenforme e sirva em seguida.
",d
"Cocada de colher
","- 2 pacotes de Flococo Sococo
- 1 lata de leite condensado
- 1 medida ( da lata) de leite
- 1 xícara de chá de água","Hidrate o Flococo com a água. Em uma panela, misture o leite condensado, o leite e o Flococo hidratado. Leve ao fogo baixo, mexendo sempre, por cerca de 15 minutos, até ficar consistente. Retire do fogo e deixe esfriar e leve á geladeira.",d
"Queijadinha de Casquinha
","Massa:
- 2 xícaras (chá) de farinha de trigo
- 100 g de manteiga
- 2 colheres (sopa) de açúcar
- 1 ovo
Recheio:
- 250 g de Coco ralado SOCOCO
- 1 lata de leite condensado
- ½ xícara (chá) de açúcar
- 1 colher (sopa) de manteiga
- 3 gemas","Recheio:
Em uma tigela, coloque o Coco ralado, o leite condensado, o açúcar, a manteiga e as gemas, misture bem. Reserve.
Massa:
Em uma tigela coloque a farinha, a manteiga, o açúcar e o ovo levemente batido. Com as mãos misture bem todos os ingredientes, até obter uma massa homogênea e lisa. Envolva a massa com papel filme e deixe descansar por 10 minutos em refrigeração.
Abra a massa com auxílio de um rolo, corte com um cortador redondo e coloque em forminhas (para empadinha) sem untar. Coloque o recheio e leve ao forno moderado (180ºC) pré-aquecido por 20 minutos ou até dourar.",d
"Pavê de brigadeiro
","- 1 lata de leite moça
- 3 colheres de (sopa) de achocolatado
- 1 colher de (sopa) de manteiga
- 2 colheres de (sopa) de granulado
- 200ml de creme de leite
- 24 biscoitos de maisena quebrados grosseiramente
- 16 bolas de sorvete de creme
- Chocolate granulado para polvilhar","Prepare um brigadeiro mole. Depois de pronto misture o creme de leite. Reserve até esfriar e misture as 3 colheres de sopa de granulado. Distribua em taças, metade do brigadeiro, depois a metade dos biscoitos e coloque uma bola de sorvete, pressione com as costas de uma colher e finalize com outra bola de sorvete e granulado por cima. Leve ao freezer por 30 minutos e sirva... Hum fica uma delícia!!",d
"Patê de Cebola
","- 1 pacote de creme de cebola
- 1 lata de creme de leite","Misture muito bem e sirva ...

Dica: Se você achou que ficou salgado então acrescente mais um pouco de creme de leite...
Este patê é delicioso.. Bom Apetite",s
"Canjica da Dona Leda
","- 1 pacote de 500 gramas de canjica branca
- 2 pacote de flococo ou coco ralado fresco
- 1 lata de leite moça
- açúcar a gosto
- 10 paçocas rolha
- 1 litro e 1/2 de leite
- 3 litros de água mais ou menos para cozinhar e deixar bem mole
- 1 vidro de leite de coco
","Deixe a canjica de molho em água fria por no mínimo 3 horas. Escorra a água e leve a canjica ao fogo em panela de pressão com 3 litros de água fria mais ou menos, reduzindo o fogo após a fervura. Deixe cozinhar por 1 hora ou até que fiquem macia. Depois de cozida, retire do fogo, deixe sair toda a pressão e abra a panela. coloque o restante dos ingredientes leve ao fogo novamente e ferva até ficar cremosa.
Dica: Como eu gosto mais caldosa ,então na hora de colocar o restante dos ingredientes e se estiver com pouca água eu coloco mais um pouco, não coloque muita açúcar, pois a paçoca já é doce...Eu adoro!!
",d
"Cuscuz do Arraial
","- 1/2 xícara (chá) de óleo
- 2 cebolas raladas
- 10 tomates (8 sem pele e sem sementes, picados; e 2 em rodelas)
- 2 pimentões verde cortados em cubos pequenos
- 2 colheres (sopa) de suco de limão
- 1 vidro de palmito
- 3 ovos cozidos
- 2 latas de filé de sardinha
- 1 lata de ervilha em conserva
- 4 colheres (sopa) de salsa picada
- 1 pimenta vermelha picada (ou molho de pimenta)
- 4 tabletes de Caldo Maggi de Galinha
- 4 xícaras (chá) de farinha de milho
- 2 colheres (sopa) de farinha de mandioca crua","Aqueça o óleo e refogue a cebola. Junte os tomates picados (reserve os da decoração), os pimentões e refogue. Forre o fundo e as laterais de uma fôrma (com furo central) com rodelas de parte do palmito, dos tomates reservados e dos ovos, e com alguns filés de sardinha. Junte ao refogado o restante do palmito picado e dos filés de sardinha, a ervilha escorrida, a salsa e a pimenta. Acrescente os tabletes de Caldo Maggi e mexa até que se dissolva. Junte quatro xícaras (chá) de água fervente, mexa bem e deixe ferver. Misture a farinha de milho e a de mandioca e polvilhe sobre o refogado, aos poucos, mexendo bem até incorporar completamente. Distribua a massa na fôrma preparada, apertando ligeiramente. Vire o cuscuz sobre um prato e sirva.",s
"Doce de abóbora com Requeijão e gengibre
","Doce de Abóbora:
- 1 quilo de abóbora pescoço em cubos
- 5 cravos-da-índia
- 1 e meia xícara(chá) de açúcar
- Creme de Gengibre
- 1 copo de requeijão cremoso Nestlé
- 1 colher (sopa) de gengibre ralado","Doce de Abóbora:
Em uma panela,coloque a abóbora com o cravo-da-índia, meia xícara(chá) de água e polvilhe o açúcar sobre toda a abóbora.
Cozinhe em fogo baixo, sem mexer, por cerca de 1 hora ou até obter uma calda grossa e transparente. Reserve.
Creme de Gengibre:
Em uma tigela, misture os ingredientes e sirva sobre o doce de abóbora cozida",d
"Frango com polenta
","Para o frango:
- ½ xícara (chá) de óleo
- 1 kg e ½ de frango cortado em pedaços
- Suco de 1 limão
- 1 colher (sopa) de tempero pronto
- 1 cebola picada
- 250 ml de molho de tomate
- 1 xícara (chá) de cebolinha verde
- Sal e pimenta a gosto


Para a polenta:
- 2 colheres (sopa) de margarina
- 1 dente de alho amassado
- 1 litro de água
- 2 xícaras (chá) de fubá
- Sal a gosto
- 1 caixa de creme de leite (opcional)
- ½ xícara (chá) de queijo ralado para polvilhar","Tempere o frango com cebola picada, tempero pronto, suco de limão, sal e pimenta. Deixe no tempero por cerca de 30 minutos para pegar gosto.

Em uma frigideira aqueça o óleo e frite o frango. Junte o molho de tomate e cozinhe por uns 25 a 30 minutos. Retire da panela e polvilhe cebolinha.

Polenta
Derreta a margarina e refogue o alho. Adicione a água (reserve um pouco) e deixe ferver. Acrescente o fubá dissolvido com a água reservada e o sal. Cozinhe por uns 15 minutos até engrossar.

A seguir, coloque em um refratário (se desejar agregue creme de leite novamente). Polvilhe queijo ralado",s
"Polenta Cremosa
","- 1 colher (sopa) de manteiga
- 4 tabletes de Caldo Maggi de Carne
- 2 xícaras (chá) de fubá","Em uma panela, ferva dois litros de água e adicione a manteiga
Dissolva os tabletes de Caldo MAGGI e adicione o fubá em chuva, misturando bem com uma colher de cabo longo. Cozinhe, em fogo baixo, mexendo sempre, até aparecer o fundo da panela (cerca de 25 minutos). Espalhe a polenta em um recipiente refratário médio (20 x 30 cm) untado com manteiga
Sirva com o molho de sua preferência.
Dica:
Você pode variar o Caldo MAGGI de acordo com o molho para acompanhamento.
Se sobrar polenta, você pode guardá-la sob refrigeração até o próximo dia. Ela ficará mais resistente e poderá ser cortada em cubos ou tiras para fritura em óleo quente. Escorra a polenta em papel absorvente para retirar o excesso de gordura.
Dica:
Os flocos de milho pré-cozidos possibilitam um preparo de polenta mais rápido e menos trabalhoso do que o fubá comum. Algumas marcas que já contêm sal e dispensam a adição de outros temperos.

A Polenta foi trazida ao Brasil pelos imigrantes italianos, a polenta conquistou paladares de norte a sul do país",s
Doce de Abóbora com Coco,"- 1 embalagem de 100g de coco ralado SOCOCO
- 2Kg de abóbora vermelha e enxuta
- 800g de açúcar
- 2 xícaras de chá de água
- Cravos e canela em casca
","Descasque a abóbora, corte em pedaços e leve ao fogo com água para cozinhar um pouco. Retire do fogo, escorra e amasse com um garfo e coloque numa peneira fina paDoce ra escorrer bem a água. Leve ao fogo açúcar, a água, os cravos e a canela e faça uma calda grossa, adicione a massa da abóbora, o coco ralado SOCOCO, mexendo com uma colher de pau, até secar bem e aparecer o fundo da panela. Depois de frio, coloque o doce em uma compoteira.",d
"Batatinhas de Aperitivo
","- 1 kg de batatinhas bolinha lavada e com casca
- 1 cebola grande picada
- 2 dentes de alho picadinhos
- 1/2 xícara de vinagre
- 1/2 xícara de azeite de oliva
- 1 colher de sopa de orégano ou ervas finas
- sal e pimenta a gosto
- 3 colheres (sopa) de água","Lave bem e fure-as, coloque num refratário fundo com 3 colheres ( sopa) de água e leve ao microondas por 12 minutos na potência alta mexendo a cada 3 minutos. Verifique se estão cozidas e firmes.
Em uma jarra misture os outros ingredientes e cubra as batatinhas ainda quente com a mistura liquida. Espere esfriar e guarde-os num vidro bem fechado na geladeira.",s
"Mousse de Queijo ao Pesto
","- 2 queijos cream cheese
- 1 lata de creme de leite
- 1 envelope de gelatina sem sabor

Pesto:
- 100 gramas de nozes
- 2 dentes de alho amassados
- 3 colheres (sopa) de azeite
- 1/2 xícara (chá) de leite
- 1 xícara (chá) de folhas de manjericão
- sal a gosto","Dissolva a gelatina em 1/2 xícara (chá) de água e leve ao microondas por 1 minuto na potencia alta(100%).
Misture bem o queijo, acrescente o creme de leite e a gelatina dissolvida.
No liquidificador bata as nozes, o alho, o leite, o manjericão e o sal.
Junte as duas misturas e despeje a massa numa forma untada com óleo e molhada.
Leve à geladeira para endurecer . Desenforme e decore com nozes e folhas de manjericão

Congelar: Leve ao freezer para um pré-congelamente.Embale em saquinhos e leve ao freezer por 3 meses

Descongelar: Retire do freezer 1 hora antes de servir. Deixe descongelar em temperatura ambiente.",s
"Salada de Peito de Frango Defumado
","- 500 gramas de peito de frango defumado
- 1 xícara (chá) de vinho seco
- 1 lata de milho verde
- 1 xícara (chá) de abacaxi em cubos
- 1 colher (sopa) de mostarda
- 150 gramas de uvas passas
- 2 maças verdes picadas
- 1 lata de creme de leite
- 1 xícara (chá) de maionese","Em um refratário com tampa coloque o peito de frango defumado no vinho branco e leve ao microondas por 8 a 10 minutos na potência alta(100%). Retire do forno, deixe esfriar e desfie.
Misture o frango desfiado com o milho verde, o abacaxi, a mostarda, as uvas passas, as maçãs, o creme de leite e a maionese
Dica: Recheie as metades de um abacaxi com a salada e enfeite com alface picadinha
Bom apetite!!",s
